
1 	 0.000121 	 0.000121
2 	 0.000121 	 0.000147
3 	 0.000121 	 0.000123
4 	 0.000121 	 0.000155
5 	 0.000121 	 0.000128
6 	 0.000121 	 0.000178
7 	 0.000121 	 0.000118
8 	 0.000121 	 0.000075
9 	 0.000121 	 0.000102
10 	 0.000121 	 0.000137
11 	 0.000121 	 0.000123
12 	 0.000121 	 0.000116
13 	 0.000121 	 0.000219
14 	 0.000121 	 0.000163
15 	 0.000121 	 0.000074
16 	 0.000121 	 0.000173
17 	 0.000121 	 0.000110
18 	 0.000121 	 0.000130
19 	 0.000121 	 0.000167
20 	 0.000121 	 0.000122
21 	 0.000121 	 0.000181
22 	 0.000121 	 0.000108
23 	 0.000121 	 0.000167
24 	 0.000121 	 0.000129
25 	 0.000121 	 0.000155
26 	 0.000121 	 0.000139
27 	 0.000121 	 0.000118
28 	 0.000121 	 0.000095
29 	 0.000121 	 0.000094
30 	 0.000121 	 0.000090
31 	 0.000121 	 0.000102
32 	 0.000121 	 0.000131
